lsoa11,London_lsoa_22,MHI_2022,MHI_decile_2022
E01003355,E01003355,-0.522271213,1
E01003356,E01003356,-0.681324529,1
E01003357,E01003357,0.34771376,4
E01003358,E01003358,-0.882745021,1
E01003359,E01003359,-0.412847309,1
E01003360,E01003360,-0.88938039,1
E01003361,E01003361,-0.116113466,2
E01003362,E01003362,-0.231123357,2
E01003363,E01003363,-0.243957915,2
E01003364,E01003364,-0.073036387,2
E01003365,E01003365,-0.416222645,1
E01003366,E01003366,-0.1453044,2
E01003368,E01003368,-0.54084396,1
E01003369,E01003369,-0.632332859,1
E01003370,E01003370,-0.53169449,1
E01003371,E01003371,-0.349395314,2
E01003372,E01003372,-0.14935863,2
E01003373,E01003373,0.314253328,4
E01003374,E01003374,0.625822371,6
E01003375,E01003375,0.487686146,5
E01003376,E01003376,0.080270325,3
E01003377,E01003377,0.048765623,3
E01003378,E01003378,-0.24234105,2
E01003379,E01003379,0.368248277,4
E01003380,E01003380,-0.556124353,1
E01003381,E01003381,-0.675334239,1
E01003382,E01003382,-0.845832115,1
E01003383,E01003383,-0.935093808,1
E01003384,E01003384,-0.991443225,1
E01003385,E01003385,-0.700271941,1
E01003386,E01003386,-0.673167624,1
E01003387,E01003387,0.329416393,4
E01003388,E01003388,-0.449603946,1
E01003389,E01003389,0.080620599,3
E01003390,E01003390,-0.103618051,2
E01003391,E01003391,0.336226363,4
E01003392,E01003392,-0.758407244,1
E01003393,E01003393,-0.593799627,1
E01003394,E01003394,-0.645642354,1
E01003395,E01003395,-0.383212094,1
E01003396,E01003396,-1.029039995,1
E01003397,E01003397,-0.582008161,1
E01003398,E01003398,-0.473485041,1
E01003399,E01003399,-0.477537713,1
E01003400,E01003400,-0.847527016,1
E01003401,E01003401,-0.507954737,1
E01003402,E01003402,-1.27700982,1
E01003403,E01003403,-0.234757237,2
E01003404,E01003404,-0.81537993,1
E01003405,E01003405,0.019720134,3
E01003406,E01003406,-0.510259127,1
E01003407,E01003407,-0.759433556,1
E01003408,E01003408,-0.702774075,1
E01003409,E01003409,-0.06227327,2
E01003410,E01003410,-0.087029069,2
E01003411,E01003411,-0.362363306,1
E01003412,E01003412,-0.234072411,2
E01003413,E01003413,-0.488001191,1
E01003414,E01003414,-0.125163933,2
E01003415,E01003415,0.811435896,6
E01003416,E01003416,1.290131989,8
E01003417,E01003417,-0.184100174,2
E01003418,E01003418,0.40750949,5
E01003419,E01003419,0.290249347,4
E01003420,E01003420,-0.068346855,2
E01003421,E01003421,0.210133366,4
E01003422,E01003422,0.387962071,4
E01003423,E01003423,-0.215602919,2
E01003424,E01003424,-0.564336536,1
E01003425,E01003425,-0.57789784,1
E01003426,E01003426,-0.131820834,2
E01003427,E01003427,-0.53540686,1
E01003428,E01003428,-0.176465011,2
E01003429,E01003429,-0.140150427,2
E01003430,E01003430,0.089269195,3
E01003431,E01003431,0.064039332,3
E01003432,E01003432,0.191603176,4
E01003433,E01003433,0.123162667,3
E01003434,E01003434,-0.020764603,3
E01003435,E01003435,-0.056144011,2
E01003436,E01003436,0.11142963,3
E01003437,E01003437,0.22619973,4
E01003438,E01003438,0.6653928,6
E01003439,E01003439,-0.317482479,2
E01003440,E01003440,-0.303310173,2
E01003441,E01003441,0.604880089,5
E01003442,E01003442,-0.611727153,1
E01003443,E01003443,-0.839088264,1
E01003444,E01003444,-0.858066902,1
E01003445,E01003445,-0.568392389,1
E01003446,E01003446,-0.671634782,1
E01003447,E01003447,0.557730193,5
E01003448,E01003448,-0.288711959,2
E01003449,E01003449,-0.332641378,2
E01003450,E01003450,0.504870629,5
E01003451,E01003451,0.423436806,5
E01003452,E01003452,0.661496929,6
E01003453,E01003453,0.23542062,4
E01003454,E01003454,-0.343265458,2
E01003455,E01003455,-0.760977083,1
E01003456,E01003456,-0.652506421,1
E01003457,E01003457,-1.157467995,1
E01003458,E01003458,-1.023947069,1
E01003459,E01003459,-0.439581633,1
E01003460,E01003460,-0.734913954,1
E01003461,E01003461,-1.712383202,1
E01003462,E01003462,-0.767248276,1
E01003463,E01003463,-0.809659492,1
E01003464,E01003464,-0.290114138,2
E01003465,E01003465,-1.493682057,1
E01003466,E01003466,-0.192974567,2
E01003467,E01003467,-0.314412296,2
E01003468,E01003468,-0.628773299,1
E01003469,E01003469,-0.156634171,2
E01003470,E01003470,-0.655348804,1
E01003471,E01003471,-0.174745135,2
E01003472,E01003472,-0.927729171,1
E01003473,E01003473,-0.962961011,1
E01003474,E01003474,-1.294249433,1
E01003476,E01003476,-0.696223378,1
E01003477,E01003477,-0.668862669,1
E01003478,E01003478,-0.923861558,1
E01003479,E01003479,-0.89914794,1
E01003480,E01003480,-0.551033769,1
E01003481,E01003481,-0.316357188,2
E01003483,E01003483,-0.372553414,1
E01003484,E01003484,-1.236951108,1
E01003485,E01003485,-1.069043138,1
E01003486,E01003486,-0.110787011,2
E01003487,E01003487,0.382804888,4
E01003488,E01003488,-0.872726147,1
E01003489,E01003489,-1.336202443,1
E01003490,E01003490,-1.171160708,1
E01003491,E01003491,-1.214161448,1
E01003492,E01003492,-1.365869325,1
E01003494,E01003494,-1.091184766,1
E01003495,E01003495,-1.207263821,1
E01003496,E01003496,-0.699874077,1
E01003497,E01003497,-0.459888123,1
E01003498,E01003498,-0.550580028,1
E01003499,E01003499,-0.44369529,1
E01003500,E01003500,-0.880164494,1
E01003501,E01003501,-0.370733552,1
E01003502,E01003502,-0.488795441,1
E01003503,E01003503,-0.566807753,1
E01003506,E01003506,-0.501080805,1
E01003507,E01003507,-0.336004505,2
E01003508,E01003508,-0.382651493,1
E01003509,E01003509,-0.654847185,1
E01003511,E01003511,0.107215958,3
E01003512,E01003512,-0.22881356,2
E01003513,E01003513,-1.011927183,1
E01003514,E01003514,-0.442182837,1
E01003515,E01003515,0.276016662,4
E01003516,E01003516,-0.446958476,1
E01003517,E01003517,-0.127295494,2
E01003518,E01003518,-0.943958711,1
E01003519,E01003519,-0.699708107,1
E01003520,E01003520,-1.029647618,1
E01003521,E01003521,-1.258634527,1
E01003522,E01003522,-1.292764298,1
E01003523,E01003523,-0.444670738,1
E01003524,E01003524,-1.166344558,1
E01003525,E01003525,-1.399673841,1
E01003526,E01003526,-1.122787242,1
E01003527,E01003527,-1.403356825,1
E01003528,E01003528,-1.264549242,1
E01003529,E01003529,-1.399653269,1
E01003530,E01003530,-0.666310189,1
E01003531,E01003531,-0.733811999,1
E01003532,E01003532,-1.063872832,1
E01003533,E01003533,-1.127176262,1
E01003534,E01003534,-1.200621644,1
E01003535,E01003535,-0.325646011,2
E01003536,E01003536,-1.168354739,1
E01003537,E01003537,-1.051933076,1
E01003538,E01003538,-0.112861634,2
E01003539,E01003539,-0.989857873,1
E01003540,E01003540,-1.007778507,1
E01003541,E01003541,-1.256079624,1
E01003542,E01003542,-0.689026521,1
E01003543,E01003543,-0.958288771,1
E01003544,E01003544,-0.716359643,1
E01003545,E01003545,-0.817533703,1
E01003546,E01003546,-0.930986403,1
E01003547,E01003547,-0.873049162,1
E01003548,E01003548,-0.761366896,1
E01003549,E01003549,-0.947278643,1
E01003550,E01003550,-0.531894582,1
E01003551,E01003551,-0.402625471,1
E01003552,E01003552,-0.626332884,1
E01003553,E01003553,-0.45098116,1
E01003554,E01003554,-0.677415327,1
E01003555,E01003555,-0.709355974,1
E01003556,E01003556,-0.844435506,1
E01003557,E01003557,-0.93567104,1
E01003558,E01003558,-0.788146714,1
E01003559,E01003559,-1.209857954,1
E01003560,E01003560,-1.172396211,1
E01003561,E01003561,-1.256671652,1
E01003562,E01003562,-1.193363889,1
E01003563,E01003563,-1.505028415,1
E01003564,E01003564,-1.309774173,1
E01003565,E01003565,-1.086174038,1
E01003566,E01003566,-1.250483652,1
E01003567,E01003567,-1.019897672,1
E01003568,E01003568,-1.135538026,1
E01003569,E01003569,-1.130446438,1
E01003570,E01003570,-1.156422131,1
E01003571,E01003571,-1.481030295,1
E01003572,E01003572,-1.313187084,1
E01003573,E01003573,-1.285415289,1
E01003574,E01003574,-1.102631177,1
E01003575,E01003575,-0.956278604,1
E01003576,E01003576,-0.876473272,1
E01003577,E01003577,0.038368541,3
E01003578,E01003578,-1.146040944,1
E01003579,E01003579,-1.091967405,1
E01003580,E01003580,-0.937880683,1
E01003581,E01003581,-1.276468327,1
E01003582,E01003582,-1.295789638,1
E01003583,E01003583,-0.789715085,1
E01003584,E01003584,-1.012695439,1
E01003585,E01003585,-0.947483767,1
E01003586,E01003586,-0.941306269,1
E01003587,E01003587,-1.146290306,1
E01003588,E01003588,-0.87827831,1
E01003589,E01003589,-1.121231523,1
E01003590,E01003590,-0.147709519,2
E01003591,E01003591,-0.573547062,1
E01003592,E01003592,-0.234894485,2
E01003593,E01003593,-0.648615337,1
E01003594,E01003594,-0.791530213,1
E01003595,E01003595,-0.701148458,1
E01003596,E01003596,-1.056991099,1
E01003597,E01003597,-1.19279142,1
E01003598,E01003598,-0.447315478,1
E01003599,E01003599,-0.719561689,1
E01003600,E01003600,-0.630934116,1
E01003601,E01003601,0.602580012,5
E01003602,E01003602,-0.628241487,1
E01003603,E01003603,-1.082924124,1
E01003604,E01003604,-0.467211164,1
E01003605,E01003605,-1.043843856,1
E01003607,E01003607,-0.568752878,1
E01003608,E01003608,-0.927724936,1
E01003611,E01003611,-0.590195311,1
E01003615,E01003615,-0.625536646,1
E01003616,E01003616,-0.726161048,1
E01003618,E01003618,-0.785959888,1
E01003619,E01003619,-0.889057981,1
E01003621,E01003621,-1.40872385,1
E01003622,E01003622,-1.130411405,1
E01003623,E01003623,-0.990741077,1
E01003624,E01003624,-0.963407039,1
E01003625,E01003625,-1.264765891,1
E01003626,E01003626,-1.189755099,1
E01003627,E01003627,-1.154261567,1
E01003628,E01003628,-1.164520564,1
E01003629,E01003629,-1.348616001,1
E01003630,E01003630,-0.422981504,1
E01003631,E01003631,-0.485463204,1
E01003632,E01003632,-1.023040639,1
E01003633,E01003633,-0.469935575,1
E01003634,E01003634,-0.662474267,1
E01003635,E01003635,-1.104798215,1
E01003636,E01003636,-0.743250975,1
E01003637,E01003637,-0.975902838,1
E01003638,E01003638,-1.089925456,1
E01003639,E01003639,-1.087996807,1
E01003640,E01003640,-1.108911638,1
E01003641,E01003641,-1.048784134,1
E01003642,E01003642,-0.58381307,1
E01003643,E01003643,-0.6437864,1
E01003644,E01003644,-1.054437929,1
E01003645,E01003645,-0.537726362,1
E01003646,E01003646,-1.136621133,1
E01003647,E01003647,-1.367498471,1
E01003648,E01003648,-1.100182079,1
E01003649,E01003649,-0.926377785,1
E01003650,E01003650,-0.50515721,1
E01003651,E01003651,-1.213768032,1
E01003652,E01003652,-1.194436769,1
E01003653,E01003653,-1.265813762,1
E01003654,E01003654,-0.505194867,1
E01003655,E01003655,-1.326599589,1
E01003656,E01003656,-0.212705482,2
E01003657,E01003657,-0.733508935,1
E01003658,E01003658,-0.427987998,1
E01003659,E01003659,-0.764225043,1
E01003660,E01003660,-0.682455862,1
E01003661,E01003661,-0.567021611,1
E01003662,E01003662,-1.194283514,1
E01003663,E01003663,0.23981644,4
E01003664,E01003664,-0.896754861,1
E01003665,E01003665,-1.142789389,1
E01003666,E01003666,-1.047509019,1
E01003668,E01003668,-0.481525418,1
E01003669,E01003669,-0.807759966,1
E01003670,E01003670,-0.722744415,1
E01003671,E01003671,-0.92629896,1
E01003672,E01003672,-0.287130682,2
E01003673,E01003673,-0.734359411,1
E01003674,E01003674,-0.544367521,1
E01003675,E01003675,-1.11308895,1
E01003676,E01003676,-1.241378768,1
E01003677,E01003677,-0.867453879,1
E01003678,E01003678,-0.876895251,1
E01003679,E01003679,-0.905158797,1
E01003680,E01003680,-1.050991249,1
E01003681,E01003681,-0.681649471,1
E01003682,E01003682,-1.065253358,1
E01003683,E01003683,-0.938697801,1
E01003684,E01003684,-0.791711371,1
E01003685,E01003685,-0.805744221,1
E01003686,E01003686,-0.799607232,1
E01003688,E01003688,-0.851072948,1
E01003689,E01003689,0.068305497,3
E01003690,E01003690,-0.594902057,1
E01003691,E01003691,-0.916950086,1
E01003692,E01003692,-0.618949163,1
E01003693,E01003693,-1.027769246,1
E01003694,E01003694,-0.175441293,2
E01003695,E01003695,-0.652565143,1
E01003696,E01003696,-0.994815227,1
E01003697,E01003697,-0.881728681,1
E01003698,E01003698,-0.972851508,1
E01003699,E01003699,-0.46121933,1
E01003700,E01003700,-0.653563915,1
E01003701,E01003701,-1.058982309,1
E01003702,E01003702,-0.71994903,1
E01003703,E01003703,-0.816282894,1
E01003704,E01003704,-0.649356706,1
E01003705,E01003705,-1.141941092,1
E01003706,E01003706,-0.847521016,1
E01003707,E01003707,-0.881541452,1
E01003708,E01003708,-0.387426985,1
E01003709,E01003709,-0.85983326,1
E01003710,E01003710,-0.799173703,1
E01003711,E01003711,-0.329226887,2
E01003712,E01003712,-0.381863731,1
E01003713,E01003713,-1.049453149,1
E01003714,E01003714,-1.051326066,1
E01003715,E01003715,-1.030937692,1
E01003716,E01003716,-0.572972499,1
E01003718,E01003718,-0.885533649,1
E01003719,E01003719,-0.66282802,1
E01003720,E01003720,0.151551639,3
E01003721,E01003721,0.169922466,3
E01003722,E01003722,-0.216491555,2
E01003723,E01003723,0.07804861,3
E01003724,E01003724,-0.133550452,2
E01003725,E01003725,-0.116493953,2
E01003726,E01003726,0.012264383,3
E01003727,E01003727,-0.024504028,3
E01003729,E01003729,-0.458801527,1
E01003730,E01003730,-1.097997989,1
E01003731,E01003731,-0.815386429,1
E01003732,E01003732,-0.296303636,2
E01003733,E01003733,-1.017599834,1
E01003734,E01003734,-0.789993908,1
E01003735,E01003735,-0.760691364,1
E01003736,E01003736,-1.093856269,1
E01003737,E01003737,-1.012493912,1
E01003738,E01003738,-1.064931758,1
E01003739,E01003739,-1.071782989,1
E01003740,E01003740,-1.065700659,1
E01003741,E01003741,-0.380096807,1
E01003742,E01003742,-1.191927017,1
E01003743,E01003743,-0.412043081,1
E01003744,E01003744,-1.055245588,1
E01003745,E01003745,-1.254815142,1
E01003746,E01003746,-0.840922803,1
E01003747,E01003747,-1.065157471,1
E01003748,E01003748,-0.584877872,1
E01003749,E01003749,-0.893456138,1
E01003750,E01003750,-0.549871312,1
E01003751,E01003751,-0.526230658,1
E01003752,E01003752,-1.201866742,1
E01003753,E01003753,-1.093539617,1
E01003754,E01003754,-0.888647843,1
E01003755,E01003755,-1.395197225,1
E01003756,E01003756,-0.549358571,1
E01003757,E01003757,-1.114622201,1
E01003759,E01003759,-0.321486071,2
E01003760,E01003760,-0.676165039,1
E01003761,E01003761,-0.105457884,2
E01003762,E01003762,-0.534219816,1
E01003763,E01003763,-0.842753353,1
E01003764,E01003764,-0.441450207,1
E01003765,E01003765,-0.445360125,1
E01003766,E01003766,-0.789090242,1
E01003767,E01003767,-1.115732127,1
E01003768,E01003768,-0.33827103,2
E01003769,E01003769,-0.67350339,1
E01003770,E01003770,-0.924750748,1
E01003771,E01003771,-0.923642809,1
E01003772,E01003772,-1.099062117,1
E01003773,E01003773,-1.197941071,1
E01003774,E01003774,-0.567413985,1
E01003775,E01003775,-0.516152538,1
E01003776,E01003776,0.154082175,3
E01003777,E01003777,-0.153710219,2
E01003778,E01003778,-0.285735455,2
E01003779,E01003779,0.953103498,7
E01003780,E01003780,-0.651424549,1
E01003781,E01003781,-0.881426512,1
E01003782,E01003782,-1.374045277,1
E01003783,E01003783,-0.781412337,1
E01003784,E01003784,-1.179097083,1
E01003785,E01003785,-1.265201159,1
E01003786,E01003786,-1.251640101,1
E01003787,E01003787,-0.891357562,1
E01003788,E01003788,-0.962128393,1
E01003789,E01003789,-0.626233256,1
E01003790,E01003790,-0.031633349,3
E01003791,E01003791,-0.113678731,2
E01003792,E01003792,-0.038826826,3
E01003793,E01003793,-0.015491438,3
E01003794,E01003794,-0.32056806,2
E01003795,E01003795,-0.427570862,1
E01003796,E01003796,0.336744258,4
E01003797,E01003797,-0.078885885,2
E01003798,E01003798,-0.165719287,2
E01003799,E01003799,-0.797963164,1
E01003800,E01003800,-0.230916324,2
E01003801,E01003801,-0.716445743,1
E01003802,E01003802,-0.820309712,1
E01003803,E01003803,-0.100115618,2
E01003804,E01003804,-0.454444357,1
E01003805,E01003805,-0.704403255,1
E01003806,E01003806,-0.779369183,1
E01003807,E01003807,0.029495208,3
E01003808,E01003808,-0.802918887,1
E01003809,E01003809,-0.651846706,1
E01003810,E01003810,-0.255275891,2
E01003811,E01003811,-0.867537208,1
E01003812,E01003812,-0.064639695,2
E01003813,E01003813,0.544683361,5
E01003814,E01003814,1.02163457,7
E01003815,E01003815,0.227012019,4
E01003816,E01003816,-0.761826522,1
E01003817,E01003817,-0.643640432,1
E01003818,E01003818,-0.742623231,1
E01003819,E01003819,-0.116569896,2
E01003820,E01003820,-0.449433293,1
E01003821,E01003821,-0.942896747,1
E01003822,E01003822,-0.117413298,2
E01003823,E01003823,0.156497636,3
E01003824,E01003824,0.010620599,3
E01003825,E01003825,-0.46701664,1
E01003826,E01003826,0.948858773,7
E01003827,E01003827,-0.00670459,3
E01003828,E01003828,0.007229976,3
E01003829,E01003829,1.210011955,8
E01003830,E01003830,0.145005401,3
E01003831,E01003831,0.165233241,3
E01003832,E01003832,0.731686715,6
E01003833,E01003833,0.647594736,6
E01003834,E01003834,-0.251244314,2
E01003835,E01003835,-0.467128121,1
E01003836,E01003836,-0.06475563,2
E01003837,E01003837,-0.116386257,2
E01003838,E01003838,-0.539020097,1
E01003839,E01003839,0.016576944,3
E01003840,E01003840,-0.662996797,1
E01003841,E01003841,-0.048123189,3
E01003842,E01003842,0.472224155,5
E01003843,E01003843,0.164846276,3
E01003844,E01003844,0.241520388,4
E01003845,E01003845,-0.165223616,2
E01003846,E01003846,-0.55872405,1
E01003847,E01003847,-0.331012558,2
E01003848,E01003848,-0.174941232,2
E01003849,E01003849,-0.454095678,1
E01003851,E01003851,-0.289456915,2
E01003852,E01003852,-0.342765629,2
E01003853,E01003853,-0.603930023,1
E01003854,E01003854,-0.486292972,1
E01003855,E01003855,-0.319579268,2
E01003856,E01003856,-0.820913962,1
E01003857,E01003857,-0.873146686,1
E01003858,E01003858,-0.781765437,1
E01003859,E01003859,-0.607020692,1
E01003860,E01003860,0.003562482,3
E01003861,E01003861,-0.643222577,1
E01003862,E01003862,-0.521510955,1
E01003863,E01003863,-0.213276531,2
E01003864,E01003864,-0.44770123,1
E01003865,E01003865,-0.474558539,1
E01003866,E01003866,-0.517218127,1
E01003867,E01003867,-0.270643554,2
E01003868,E01003868,-0.372733741,1
E01003869,E01003869,-0.401525685,1
E01003870,E01003870,-0.384203913,1
E01003871,E01003871,-0.530208588,1
E01003872,E01003872,-0.518741608,1
E01003873,E01003873,-0.590962516,1
E01003874,E01003874,-0.893274843,1
E01003875,E01003875,-0.646146156,1
E01003876,E01003876,-0.644977515,1
E01003877,E01003877,-0.865320701,1
E01003878,E01003878,0.725579228,6
E01003879,E01003879,-1.042826451,1
E01003880,E01003880,-0.349541064,2
E01003881,E01003881,-0.347938113,2
E01003882,E01003882,-0.095758568,2
E01003883,E01003883,-0.357109098,2
E01003884,E01003884,0.032408267,3
E01003885,E01003885,-0.14450383,2
E01003886,E01003886,-0.733621404,1
E01003887,E01003887,-0.755260723,1
E01003888,E01003888,0.160216664,3
E01003889,E01003889,-0.471284684,1
E01003890,E01003890,-0.963847903,1
E01003891,E01003891,-0.641577548,1
E01003892,E01003892,-0.044807986,3
E01003893,E01003893,-0.197825012,2
E01003894,E01003894,-0.506844366,1
E01003895,E01003895,0.059450059,3
E01003896,E01003896,-0.499919201,1
E01003897,E01003897,0.033836356,3
E01003898,E01003898,-0.060038021,2
E01003899,E01003899,-0.337924956,2
E01003900,E01003900,0.837372968,6
E01003901,E01003901,-0.511382991,1
E01003902,E01003902,-0.441830501,1
E01003903,E01003903,0.010900885,3
E01003904,E01003904,-0.023855228,3
E01003905,E01003905,-0.30955296,2
E01003906,E01003906,0.526850194,5
E01003907,E01003907,0.645927557,6
E01003908,E01003908,-0.040618599,3
E01003909,E01003909,-0.328893018,2
E01003910,E01003910,0.043692097,3
E01003911,E01003911,-0.347561366,2
E01003912,E01003912,-0.464523779,1
E01003913,E01003913,0.1992383,4
E01003914,E01003914,-0.464609736,1
E01003915,E01003915,-0.436549835,1
E01003916,E01003916,-0.316437428,2
E01003917,E01003917,0.296151204,4
E01003918,E01003918,0.690573644,6
E01003919,E01003919,-0.220516984,2
E01003920,E01003920,0.083183462,3
E01003921,E01003921,0.13979832,3
E01003922,E01003922,0.084427,3
E01003923,E01003923,-0.025935595,3
E01003924,E01003924,-0.180664612,2
E01003925,E01003925,-0.416801578,1
E01003926,E01003926,-0.210244598,2
E01003929,E01003929,-0.264723945,2
E01003930,E01003930,-0.046665922,3
E01003932,E01003932,1.409207387,8
E01003933,E01003933,0.857739856,7
E01003934,E01003934,0.055933832,3
E01003935,E01003935,0.352271258,4
E01003936,E01003936,-1.387017445,1
E01003937,E01003937,-0.573531293,1
E01003938,E01003938,-0.291589192,2
E01003939,E01003939,-0.524526705,1
E01003940,E01003940,0.613210756,5
E01003941,E01003941,0.320669558,4
E01003942,E01003942,0.227996631,4
E01003943,E01003943,-0.243458628,2
E01003945,E01003945,-0.431843864,1
E01003946,E01003946,-0.779129045,1
E01003947,E01003947,-0.245163682,2
E01003948,E01003948,-0.758431844,1
E01003949,E01003949,-0.430432184,1
E01003950,E01003950,0.476642607,5
E01003951,E01003951,-0.654761031,1
E01003952,E01003952,-0.445494985,1
E01003953,E01003953,-0.431700583,1
E01003954,E01003954,-0.500244124,1
E01003955,E01003955,-0.176725588,2
E01003956,E01003956,-0.207445447,2
E01003957,E01003957,-0.440551798,1
E01003958,E01003958,-0.240070378,2
E01003960,E01003960,-0.065034078,2
E01003961,E01003961,0.241932624,4
E01003963,E01003963,0.201155917,4
E01003966,E01003966,0.260949241,4
E01003969,E01003969,-0.531760518,1
E01003971,E01003971,-0.470519328,1
E01003972,E01003972,-0.438954274,1
E01003973,E01003973,-0.386326776,1
E01003975,E01003975,-0.008811955,3
E01003976,E01003976,0.019819921,3
E01003977,E01003977,0.14732034,3
E01003979,E01003979,1.700597944,9
E01003980,E01003980,0.764932923,6
E01003981,E01003981,-0.184328061,2
E01003983,E01003983,-0.480444287,1
E01003984,E01003984,-0.274579385,2
E01003986,E01003986,-0.014379364,3
E01003987,E01003987,0.438816669,5
E01003988,E01003988,-0.335979942,2
E01003989,E01003989,-0.252183986,2
E01003990,E01003990,-0.171226904,2
E01003991,E01003991,0.231028945,4
E01003992,E01003992,0.437768406,5
E01003993,E01003993,-0.206225299,2
E01003994,E01003994,1.594053928,9
E01003995,E01003995,1.646707263,9
E01003997,E01003997,0.055317242,3
E01003998,E01003998,0.461971566,5
E01003999,E01003999,-0.226420463,2
E01004000,E01004000,-0.01682585,3
E01004001,E01004001,0.261959411,4
E01004002,E01004002,-0.059529447,2
E01004003,E01004003,0.366457502,4
E01004004,E01004004,-0.096777473,2
E01004005,E01004005,0.673278997,6
E01004006,E01004006,0.202495918,4
E01004007,E01004007,0.167065032,3
E01004008,E01004008,-0.387280514,1
E01004010,E01004010,-0.381050753,1
E01004011,E01004011,-0.344752764,2
E01004012,E01004012,-0.25794677,2
E01004013,E01004013,0.41450369,5
E01004014,E01004014,0.144229969,3
E01004015,E01004015,0.141650912,3
E01004016,E01004016,-0.335313455,2
E01004017,E01004017,-0.206630924,2
E01004018,E01004018,-0.293221701,2
E01004019,E01004019,0.195828877,4
E01004020,E01004020,-0.308464458,2
E01004021,E01004021,-0.175835566,2
E01004023,E01004023,-0.028582956,3
E01004024,E01004024,0.981818095,7
E01004028,E01004028,0.104562412,3
E01004029,E01004029,-0.534965932,1
E01004030,E01004030,0.268077848,4
E01004031,E01004031,-0.111065271,2
E01004032,E01004032,-0.790032542,1
E01004033,E01004033,-0.148251978,2
E01004034,E01004034,0.020788364,3
E01004035,E01004035,1.836036074,9
E01004036,E01004036,0.164425267,3
E01004037,E01004037,-0.227302008,2
E01004038,E01004038,-0.426927328,1
E01004039,E01004039,-0.171603504,2
E01004040,E01004040,-0.030479042,3
E01004041,E01004041,-0.094169557,2
E01004042,E01004042,1.307652353,8
E01004043,E01004043,0.669352718,6
E01004044,E01004044,1.073633817,7
E01004045,E01004045,-0.458015815,1
E01004046,E01004046,-0.209316994,2
E01004047,E01004047,0.091348499,3
E01004048,E01004048,-0.514420419,1
E01004049,E01004049,-0.720248587,1
E01004050,E01004050,-0.698890997,1
E01004051,E01004051,-0.376588379,1
E01004052,E01004052,-0.040271537,3
E01004053,E01004053,-0.558312648,1
E01004054,E01004054,-0.708882702,1
E01004055,E01004055,0.392483758,4
E01004056,E01004056,0.180804302,3
E01004057,E01004057,-0.493286042,1
E01004058,E01004058,-0.612289898,1
E01004059,E01004059,-0.681327777,1
E01004060,E01004060,0.61687654,5
E01004061,E01004061,-0.597624235,1
E01004062,E01004062,-0.099119113,2
E01004063,E01004063,0.157767952,3
E01004064,E01004064,0.017794975,3
E01004065,E01004065,-0.189571629,2
E01004066,E01004066,-0.364684079,1
E01004067,E01004067,-0.478067415,1
E01004068,E01004068,0.377237213,4
E01004069,E01004069,-0.868500601,1
E01004070,E01004070,-0.154408565,2
E01004071,E01004071,-0.262723704,2
E01004072,E01004072,-0.605846369,1
E01004073,E01004073,-0.558420586,1
E01004074,E01004074,-0.526286168,1
E01004075,E01004075,-0.728200825,1
E01004076,E01004076,-0.070147143,2
E01004077,E01004077,-0.112138714,2
E01004078,E01004078,-0.083350268,2
E01004079,E01004079,-0.250426747,2
E01004080,E01004080,-0.088320135,2
E01004081,E01004081,-0.022014865,3
E01004082,E01004082,-0.196630253,2
E01004083,E01004083,1.944075237,10
E01004084,E01004084,-0.080197136,2
E01004085,E01004085,-0.051024151,3
E01004086,E01004086,0.029075521,3
E01004087,E01004087,-0.133292122,2
E01004088,E01004088,1.30892572,8
E01004089,E01004089,0.778252433,6
E01004090,E01004090,0.630052249,6
E01004091,E01004091,0.026223594,3
E01004092,E01004092,-0.604765862,1
E01004093,E01004093,0.091466448,3
E01004094,E01004094,-0.302126373,2
E01004095,E01004095,0.039286511,3
E01004096,E01004096,-0.300644906,2
E01004097,E01004097,-0.309356016,2
E01004098,E01004098,-0.133676442,2
E01004099,E01004099,0.565208157,5
E01004100,E01004100,-0.261934692,2
E01004101,E01004101,-0.072545228,2
E01004102,E01004102,0.116474924,3
E01004103,E01004103,0.556227,5
E01004104,E01004104,-0.319878468,2
E01004105,E01004105,-0.55998613,1
E01004106,E01004106,-0.280366002,2
E01004107,E01004107,0.087776821,3
E01004108,E01004108,-0.092287938,2
E01004109,E01004109,-0.409946114,1
E01004110,E01004110,-0.124770396,2
E01004111,E01004111,0.436218625,5
E01004112,E01004112,-0.222072704,2
E01004114,E01004114,0.264811015,4
E01004115,E01004115,-0.175687815,2
E01004116,E01004116,-0.027666279,3
E01004117,E01004117,-0.317249448,2
E01004118,E01004118,-0.033587194,3
E01004119,E01004119,-0.243712507,2
E01004120,E01004120,-0.342477001,2
E01004121,E01004121,-0.406801928,1
E01004122,E01004122,-0.156329755,2
E01004123,E01004123,0.305646244,4
E01004124,E01004124,0.663235737,6
E01004125,E01004125,1.418398714,8
E01004126,E01004126,0.665891397,6
E01004127,E01004127,0.482839771,5
E01004128,E01004128,0.453998549,5
E01004129,E01004129,0.78365553,6
E01004130,E01004130,0.414752307,5
E01004131,E01004131,0.072001617,3
E01004132,E01004132,-0.302781628,2
E01004133,E01004133,-0.359479833,2
E01004134,E01004134,0.539984138,5
E01004135,E01004135,-0.284626937,2
E01004136,E01004136,0.010680931,3
E01004137,E01004137,0.633350243,6
E01004138,E01004138,0.398458067,4
E01004139,E01004139,0.092469135,3
E01004140,E01004140,1.099802151,8
